workerid,document,chain,clozeIndex,original,gloss,entitymatch,vpmatch,vp,response,condition,trialnum
14,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",Waiter say.,TODO,no,finish,We finished our meal and waited for the bill.,event_only,6
15,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",Waiter say.,TODO,no,tip,How much should i tip,caveman,13
17,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",Waiter say.,TODO,yes,have,We had rude service.,caveman,9
18,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",TODO,yes,rude,The annoying waiter was a real douche.,original,12
19,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",TODO,yes,rude,Our waiter was totally awful. ,original,2
20,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",Waiter say.,TODO,yes,horrible,The service was horrible,caveman,9
21,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",TODO,no,stay,We stayed at the table longer than normal and I tipped more than I should have.,original,5
24,271,18,0,"The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.","The waiter said nothing the rest of the evening about us having to leave early, but he was clearly peeved.",TODO,no,rush,Our waiter kept trying to rush us to finish our meals.,original,2
2,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,want,I wanted to get ice cream.,event_only,14
5,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,happy,None of us are happy with the service we have received ,event_only,6
7,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,have,I have money.,event_only,9
8,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.","The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",TODO,no,wait,I kept waiting but it took awhile to get the waiter's attention.,original,5
9,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,acceptance,Did you get an acceptance letter yet?,caveman,2
11,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,like,I like.,caveman,9
12,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,feel,"I have never felt so lively, today was a wonderful day.",caveman,3
13,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,have,Do have any batteries left?,caveman,12
14,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,ask,Our waiter asked if we'd been here before.,event_only,12
16,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",Waitress offer.,TODO,no,give,He gives.,caveman,3
18,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.","The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",TODO,no,hear,The waitress either can't hear or doesn't pay attention.,original,10
24,86,40,0,"The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.","The waitress offered to refill my mother and brother's glasses, but she never asked if I needed one.",TODO,yes,attentive,My waitress wasn't very attentive.,original,6
9,151,102,7,We started on our way out of the restaurant.,We start on way.,TODO,no,ask,I asked to speak to a manager.,caveman,3
11,151,102,7,We started on our way out of the restaurant.,We start on way.,TODO,no,salad,Salad back.,caveman,6
15,151,102,7,We started on our way out of the restaurant.,We start on way.,TODO,no,reply,How should i reply,caveman,16
18,151,102,7,We started on our way out of the restaurant.,We started on our way out of the restaurant.,TODO,yes,leave,We got up and began to walk out of the restaurant.,original,16
19,151,102,7,We started on our way out of the restaurant.,We started on our way out of the restaurant.,TODO,yes,leave,We began leaving the restaurant.,original,6
20,151,102,7,We started on our way out of the restaurant.,We start on way.,TODO,no,ask,I asked for the manager.,caveman,5
24,151,102,7,We started on our way out of the restaurant.,We started on our way out of the restaurant.,TODO,yes,leave,We got up and headed for the door.,original,4
8,191,133,0,"We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.","We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.",yes,yes,wait,We were all sitting there impatiently and upset that our food has not arrived.,original,16
9,191,133,0,"We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.",We wait.,TODO,no,want,We wanted to win.,caveman,10
10,191,133,0,"We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.",We wait.,TODO,no,seem,Things did not seem clear.,event_only,10
19,191,133,0,"We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.","We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.",TODO,yes,wait,We'd been waiting for food for nearly forty minutes,original,14
21,191,133,0,"We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.","We waited some more, but only until we could snag our waiter, who was now quite a bit busier, since nearly an hour had passed and many more people had come in.",TODO,no,think,It was hard to believe that they already had their food.,original,13
1,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,no,no,throw,The boy threw his fork across the dining room. ,caveman,3
2,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,TODO,no,give,We gave our son a gift for behaving.,event_only,4
4,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.","We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",TODO,yes,want,We didn't want him to disturb other diners.,original,15
6,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,TODO,no,ask,"He asked his son a question, his son answered with a joke and then the parent told the son to behave, and realized that they blamed the son, even though he was kidding.",event_only,1
11,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,TODO,no,bad,Son bad.,caveman,4
12,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,TODO,no,tell,I told my son not to do that again.,caveman,17
14,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,TODO,no,tell,I told my son to sit down or else we'd leave.,event_only,3
16,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,TODO,no,misbehave,Son misbehave.,caveman,1
20,191,11,3,"We were out of things for him to do other than sing ""Old MacDonald'' to him, which probably wouldn't have gone over too well with the other patrons.",We be.,TODO,no,misbehave,My son began to throw a tantrum,caveman,12
1,120,41,2,"We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.",We seat.,TODO,no,undercooked,"My steak was slightly undercooked, which I told her when she came back to check in on us. ",caveman,13
2,120,41,2,"We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.",We seat.,TODO,no,finish,We finish eating.,event_only,11
4,120,41,2,"We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.","We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.",TODO,no,like,We don't like to cause a fuss.,original,5
5,120,41,2,"We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.",We seat.,TODO,no,suggest,A few of has that had been there before made suggestions. ,event_only,15
17,120,41,2,"We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.",We seat.,TODO,no,ask,I need to ask for another item.,caveman,3
23,120,41,2,"We'd been seated at a booth, but I sat on a regular chair on the outside of the table -- yes, my crazy bubble rules apply to even family members --.",We seat.,TODO,yes,sit,We sat down.,event_only,13
2,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,ask,We ask for a table. ,event_only,13
5,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,escorted,We were escorted back to the booth we requested. ,event_only,7
10,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,hungry,We were very hungry,event_only,14
11,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,eat,We eat.,caveman,16
12,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,talk,We talk while we walk towards the table.,caveman,11
13,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,warm,The atmosphere was warm and welcoming.,caveman,9
14,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,ask,We asked for a table for two.,event_only,9
18,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.","We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",TODO,no,enjoy,We love this restaurant.,original,9
22,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",We people.,TODO,no,arrive,We enter.,caveman,8
24,243,41,1,"We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.","We're amicable people, and enjoy small-talk with waiters... well, my mum and sister do, I'm hard of hearing so I'm generally quiet.",TODO,no,seem,The restaurant seemed loud with all the people talking.,original,10
4,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.","When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",TODO,no,offer,She offered us apple pie instead.,original,14
5,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",I order.,TODO,no,feel,We all felt that we had ordered enough food for the whole group,event_only,12
9,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",I order.,TODO,no,busy,The restaurant is very busy.,caveman,15
10,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",I order.,TODO,no,wrong,Something went terribly wrong,event_only,3
11,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",I order.,TODO,no,order,They order.,caveman,7
13,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",I order.,TODO,no,hurry,We were in a hurry.,caveman,7
16,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",I order.,TODO,no,wait,I wait.,caveman,6
19,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.","When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",TODO,no,offer,They offered to make me a fresh new pie. ,original,15
23,248,86,1,"When it came time to pay she brings our ticket and explains that she rang us up for the pecan pie I had ordered as it was less expensive and what I wanted in the first place, but we noticed that she charged us for our friend's Taco Salad.",I order.,TODO,no,order,Other people order their food.,event_only,9
